SK_ID_CURR,EXT_SOURCE_1,PAYMENT_RATE,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,AMT_ANNUITY,APPROVED_CNT_PAYMENT_MEAN,INSTAL_DPD_MEAN,AMT_CREDIT,OWN_CAR_AGE,INSTAL_AMT_PAYMENT_SUM,DAYS_EMPLOYED,DAYS_ID_PUBLISH,CODE_GENDER,AMT_GOODS_PRICE,ACTIVE_DAYS_CREDIT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,PREV_CNT_PAYMENT_MEAN,ANNUITY_INCOME_PERC,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,PREV_APP_CREDIT_PERC_MIN,DAYS_EMPLOYED_PERC,INSTAL_PAYMENT_DIFF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,POS_MONTHS_BALANCE_SIZE,INSTAL_PAYMENT_PERC_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_YIELD_GROUP_low_action_MEAN,NAME_FAMILY_STATUS_Married,CLOSED_DAYS_CREDIT_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,INCOME_CREDIT_PERC,BURO_AMT_CREDIT_SUM_DEBT_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_LAST_PHONE_CHANGE,INSTAL_AMT_PAYMENT_MIN,POS_SK_DPD_DEF_MEAN,NAME_EDUCATION_TYPE_Higher_education,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,INSTAL_DBD_SUM,POS_NAME_CONTRACT_STATUS_Active_MEAN,APPROVED_DAYS_DECISION_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,REGION_POPULATION_RELATIVE,CC_CNT_DRAWINGS_CURRENT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_AMT_CREDIT_SUM_SUM,BURO_CREDIT_TYPE_Mortgage_MEAN,DAYS_REGISTRATION,PREV_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MEAN,CLOSED_AMT_CREDIT_SUM_SUM,BURO_CREDIT_TYPE_Microloan_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,NAME_CONTRACT_TYPE_Cash_loans,REGION_RATING_CLIENT_W_CITY,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,BURO_DAYS_CREDIT_MAX,PREV_NAME_YIELD_GROUP_high_MEAN,CLOSED_DAYS_CREDIT_VAR,BURO_AMT_CREDIT_SUM_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,FLAG_DOCUMENT_3,INSTAL_PAYMENT_PERC_SUM,BURO_AMT_CREDIT_SUM_MAX,APPROVED_AMT_ANNUITY_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,POS_MONTHS_BALANCE_MEAN,CC_CNT_DRAWINGS_CURRENT_VAR,INSTAL_DAYS_ENTRY_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,INSTAL_AMT_INSTALMENT_MAX,INSTAL_DBD_MAX,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_STATUS_0_MEAN_MEAN,INSTAL_PAYMENT_DIFF_SUM,PREV_AMT_DOWN_PAYMENT_MAX,AMT_REQ_CREDIT_BUREAU_QRT,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,REFUSED_DAYS_DECISION_MAX,INSTAL_DBD_MEAN,PREV_AMT_ANNUITY_MIN,BURO_DAYS_CREDIT_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,DEF_30_CNT_SOCIAL_CIRCLE,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,DEF_60_CNT_SOCIAL_CIRCLE,PREV_DAYS_DECISION_MEAN,PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MIN,APPROVED_AMT_ANNUITY_MAX
141899,0.4890436,0.029396582,0.7623515,,-11257.0,10.089531,2.5649493,0.0,819432.0,,11.610651,7.4312997,-1493.0,1.0,684000.0,,,24.0,0.14231767,,,0.83472455,-0.1498623,0.0,,11.610651,,3.8286414,0.6931472,6.376727,0.4054651,1.0,,0.0,0.17580564,,0.0,0.4054651,-597.0,11.610651,0.0,1.0,,3.0910425,0.6706743,6.393591,,0.00702,,,,,-10103.0,9.419953,0.62382156,,,,1.0,2.0,-587.0,,0.5,,,,,1.0,0.6931472,,9.21781,,,-61.466667,,6.376727,2.944439,11.610651,3.0910425,,,0.0,0.0,,,,-594.0,3.0910425,9.21781,,,0.0,,,0.0,-595.5,0.0,,-597.0,9.21781
331667,0.37358436,0.04827052,0.40722263,,-8395.0,10.577706,2.5649493,0.0,813105.0,,11.365024,6.061457,-1048.0,1.0,657000.0,,,12.0,0.22250335,,,1.0,-0.05098273,0.0,,9.062543,,2.3978953,0.6931472,3.1354942,0.4054651,0.0,,0.0,0.17705934,,0.0,0.0,-304.0,9.062543,0.0,0.0,,4.94876,0.6931472,5.7203116,,0.006852,,,,,-3596.0,9.062543,0.6931472,,,,1.0,3.0,-153.0,,0.0,,,,,1.0,2.3978953,,9.062543,,,-5.5,,7.3336763,0.6931472,9.062543,3.1354942,,,0.0,0.0,,,,,2.7080503,9.062543,,,0.0,,,0.0,-162.5,0.0,,-304.0,9.062543
118574,,0.029356,0.74775887,,-13994.0,10.405066,3.583519,0.0,1125000.0,,12.897172,7.6103578,-4738.0,1.0,1125000.0,,,35.0,0.21884097,,,0.8732099,-0.14420466,0.0,,10.594609,,2.4849067,0.6931472,6.3189683,0.0,1.0,,10.60797,0.11332868,,0.2876821,0.0,-845.0,10.5918455,0.0,1.0,,5.043425,0.6466271,1.0986123,,0.006296,,,,,-7852.0,10.567903,0.6892197,,,,1.0,3.0,-689.4,,0.0,,,,,1.0,2.3978953,,10.567903,,,-23.0,,8.8385515,2.944439,10.594915,3.0445225,,,0.0,10.60797,,,,,2.7972813,10.540139,,,0.0,,,0.0,-283.33334,0.0,,-845.0,10.594915
241493,0.82903844,0.037253335,0.63011813,0.7463002,-20632.0,10.132494,,,675000.0,,,7.922261,-3948.0,0.0,675000.0,,,,0.1481244,,,,-0.13362737,,,,,,,,,1.0,-1065.0,,0.20972052,0.0,,,-652.0,,,0.0,,,,,13.723437,0.018634,,315.0,,0.0,-1104.0,,,14.416584,0.0,,1.0,2.0,,6.9716687,,11.507501,13.723437,,,1.0,,14.112277,,315.0,,,,,,,,1.0,,,,0.0,,6.381816,,,,-1288.0,,0.0,-590.0,173.0,0.0,,,,,
438848,,0.027670588,0.40109307,0.6430256,-9795.0,9.960293,2.3978953,0.0,765000.0,2.1972246,11.295478,5.0369525,-2457.0,0.0,765000.0,5.4293456,,10.0,0.12610388,137.0,,1.1111112,-0.015620214,0.0,137.0,8.993005,137.0,2.4849067,0.6931472,7.259116,0.0,0.0,-704.0,9.712629,0.18721154,0.0,0.0,0.4054651,-2.0,8.988773,0.0,1.0,,4.59512,0.6466271,7.4424925,12.106265,0.031329,,137.0,11.561153,0.0,-4587.0,9.006544,0.75748914,12.799409,0.0,,1.0,2.0,-1548.8,5.4293456,0.0,12.490204,11.955356,11.561153,-10.0,0.0,2.3978953,12.427408,8.993474,-389.0,,-51.0,,9.647885,3.8501475,8.993474,3.3672957,0.6666667,,0.0,9.712629,0.0,,6.240276,-1706.0,2.3795462,8.993474,-788.0,,0.0,-344.66666,-318.0,0.0,-1706.0,0.0,0.0,-1706.0,8.993474
446153,,0.05,0.66725373,0.50107515,-12950.0,9.510519,1.9459101,0.0,270000.0,,12.068041,7.780303,-5055.0,1.0,270000.0,7.0308576,,6.0,0.0822381,-1373.0,0.0,1.0,-0.18471043,0.0,697.0,10.27631,-285.33334,1.9459101,0.6931472,4.1743875,0.0,1.0,-265.0,0.0,0.45953232,106532.44,0.0,0.0,-236.0,10.276256,0.0,0.0,426129.75,4.2904596,0.6931472,5.46806,11.9038105,0.009334,,697.0,14.314466,0.0,-604.0,10.27632,0.6931472,13.983246,0.0,,0.0,2.0,-143.0,5.583496,0.0,13.294662,12.457763,13.805461,-500.33334,0.0,1.9459101,13.805461,10.27632,-16.0,0.0,-5.5,,6.755769,1.3862944,10.27632,3.0445225,0.72727275,,0.0,0.0,0.0,0.0,6.400465,,2.5649493,10.27632,-1388.4546,,0.0,-573.63635,-682.1818,0.0,-236.0,0.0,852259.5,-236.0,10.27632
223361,0.78628737,0.05482,0.6539338,,-22115.0,9.420237,2.3025851,2.1129644,225000.0,,11.803654,0.0,-2115.0,1.0,225000.0,6.8690143,,9.0,0.16782814,133.0,,1.0340323,-0.0,3840.928,133.0,8.712769,133.0,2.8332133,0.46430558,7.0422864,0.0,1.0,,10.71444,0.2623643,,0.0,0.0,-1162.0,4.182508,0.0,0.0,,4.8520303,0.59470713,7.0587583,,0.026392,,133.0,12.353418,0.0,-42.0,8.790624,1.127138,,0.0,,1.0,2.0,-2572.0454,6.8690143,0.0,,12.353418,12.353418,-105.0,1.0,2.6390574,12.353418,8.790624,,,-76.25,,10.943517,3.583519,9.827152,3.912023,0.0,,84500.414,10.71444,0.6931472,,,,1.9129039,8.230769,-961.0,,0.0,-105.0,133.0,0.0,-2032.5,0.0,0.0,-2903.0,9.147393
238652,,0.05,0.77881825,0.7958031,-19568.0,9.510519,2.944439,0.0,270000.0,2.3978953,12.6071415,6.395262,-3122.0,0.0,270000.0,,,18.0,0.11332868,,7.5376964,0.8828866,-0.030560099,0.0,,9.899138,,2.7725887,0.6931472,7.4430785,0.0,1.0,-676.0,0.0,0.3483067,0.0,0.0,0.0,-2041.0,9.736237,0.0,1.0,,4.8520303,0.6931472,7.6774006,10.352978,0.072508,,-318.0,,0.0,-11955.0,9.736237,0.632806,11.046109,0.0,,0.0,1.0,-1924.4667,6.517671,1.0,13.906448,10.352978,,,0.0,2.7725887,10.578967,9.736237,-318.0,,-64.0,,10.270489,4.060443,11.032011,3.4965076,1.0,,0.0,0.0,0.0,7.5376964,6.989796,,2.2477767,9.736237,-1416.0,,0.0,-1084.5,-1087.0,0.0,-2158.0,0.0,,-2158.0,9.736237
247635,,0.07111442,0.5968023,0.86505616,-15222.0,10.469313,2.3025851,0.6190392,495216.0,3.2580965,11.995489,5.0875964,-4419.0,0.0,427500.0,,,9.0,0.17868997,,,0.9996856,-0.010576797,677.2082,,9.356512,,3.0445225,0.65677947,5.2832036,0.0,1.0,,9.751094,0.3100386,,0.0,0.0,-349.0,6.473906,0.0,0.0,,6.5250297,0.5306282,5.857933,,0.002506,,,,,-981.0,9.116699,0.69306856,,,,1.0,2.0,-867.9286,,0.5,,,,,1.0,2.6390574,,9.116699,,,-29.15,,9.405249,1.9459101,10.678837,4.8751974,,,9480.915,9.751094,0.0,,,,3.9048545,9.074553,,,0.0,,,0.0,-875.0,0.0,,-1401.0,9.157142
301998,,0.04848035,0.5432406,0.8050197,-21623.0,9.744257,2.5427263,0.0,351792.0,2.7725887,13.373281,9.258844,-4807.0,1.0,252000.0,7.4792995,,11.714286,0.14115228,56.0,0.0,0.9098984,-0.48540905,0.0,56.0,9.183726,56.0,4.248495,0.6931472,3.0445225,0.0,0.0,,10.020314,0.27747357,19998.766,0.0,0.0,-528.0,7.979606,0.0,0.0,19998.766,7.802618,0.67116827,6.2709885,,0.031329,,56.0,13.017005,0.0,-9383.0,8.961541,0.75341004,,0.0,0.0,1.0,2.0,-1842.8939,7.4792995,0.25,,13.017005,13.017005,-5.0,0.0,4.204693,13.017005,8.961541,,0.0,-60.434784,,11.7087555,0.6931472,10.167215,4.836282,0.0,1.0,0.0,10.020314,0.0,,,,3.63918,7.979606,-1770.0,,0.0,-5.0,56.0,0.0,-2081.75,0.0,19998.766,-2849.0,9.505316
